test_id,q1_degree,q2_degree,intersection_count
353656,4,3,2
28866,1,1,0
28870,1,2,0
149136,3,2,0
28876,1,1,0
28885,1,1,0
28886,3,1,0
28890,9,10,8
74134,9,13,8
232342,9,13,1
82275,9,10,8
28895,3,1,0
28900,3,3,2
28901,9,9,8
74060,11,9,8
370231,9,9,8
46545,9,11,8
347704,11,11,9
183760,5,11,4
80580,9,9,8
28903,1,1,0
28912,6,9,5
396304,6,7,5
381953,3,7,2
28918,9,1,0
33098,9,3,1
322004,9,1,0
28926,11,12,10
151681,11,12,10
84692,11,12,10
109082,11,12,10
146950,24,12,10
114679,11,11,10
142467,11,11,10
28934,23,19,15
83975,25,19,16
136800,23,17,16
318009,25,17,15
224585,23,22,21
313017,25,22,19
384768,24,22,18
309432,24,22,17
182278,26,22,17
256928,18,22,12
342478,17,22,16
305709,23,22,17
309177,19,22,17
344388,23,18,12
115582,25,18,15
134558,33,18,13
355805,23,19,17
175746,21,19,17
207001,33,19,14
158198,6,19,5
364562,23,33,18
329732,24,33,22
28936,1,1,0
28942,2,1,0
28943,2,1,0
28953,1,1,0
28954,8,8,7
102073,8,8,7
54841,7,8,6
275837,10,8,7
171239,8,7,6
28958,2,6,0
81847,12,6,3
288122,2,1,0
129737,26,36,18
329626,23,36,22
216659,26,39,20
308288,26,8,4
238946,12,8,4
264315,11,8,3
28964,1,1,0
28969,12,12,9
28970,1,1,0
28974,2,1,0
28978,2,1,0
28980,1,2,0
28982,1,1,0
28984,1,1,0
28985,1,1,0
28990,5,4,3
330048,5,4,3
28991,3,3,1
70443,1,3,0
28994,4,4,3
284495,4,4,3
117669,5,4,3
176610,8,4,3
28996,1,1,0
29003,5,2,0
97040,5,1,0
234347,5,2,0
29005,1,1,0
29007,1,2,0
279691,1,2,0
29016,5,9,4
29018,32,45,28
171142,32,47,31
370428,30,47,27
124936,20,47,10
136793,52,47,41
247421,34,47,30
104966,41,47,39
186044,33,47,24
239226,17,47,15
367609,27,47,25
400401,32,11,4
29020,2,1,0
29026,1,3,0
29027,1,1,0
29032,4,1,0
29036,1,8,0
188320,8,8,3
29042,1,1,0
29046,1,1,0
29049,1,2,0
29053,1,1,0
29057,2,1,0
29068,1,2,0
29073,1,1,0
29079,2,4,1
226100,2,4,1
29083,2,2,1
29084,5,1,0
29085,6,1,0
166366,6,2,0
262970,6,5,0
29094,1,1,0
29095,1,1,0
29097,1,1,0
29101,1,1,0
29102,1,8,0
332106,5,8,4
29115,1,1,0
29119,1,1,0
29128,1,1,0
29138,2,1,0
29142,2,2,0
29149,1,1,0
29153,2,2,1
29156,9,1,0
29162,1,2,0
29172,3,2,1
270283,3,2,1
29175,7,6,4
40350,7,6,4
29185,2,2,1
71097,2,3,1
29187,1,1,0
29188,1,1,0
29191,2,1,0
266335,2,1,0
29195,1,1,0
29197,1,1,0
29204,26,18,15
208632,18,18,12
275937,21,18,15
342854,15,18,12
274488,26,6,5
29208,1,1,0
29209,7,7,2
121108,7,7,3
140447,7,6,2
228363,1,6,0
29215,1,2,0
29216,5,8,0
214584,1,8,0
245420,1,8,0
201407,5,4,3
29217,1,1,0
29220,3,2,0
289647,3,1,0
29221,3,2,0
109105,3,3,0
29230,1,1,0
29236,2,1,0
29237,1,1,0
29241,2,20,0
103779,1,20,0
171108,1,20,0
205639,1,20,0
261505,1,20,0
29251,1,1,0
29257,2,1,0
29259,1,1,0
29261,2,6,1
29270,1,1,0
29274,1,1,0
29277,1,1,0
29287,1,2,0
29288,1,1,0
29289,8,5,3
79267,8,6,2
29290,1,1,0
29296,12,1,0
29303,4,1,0
29308,1,1,0
29309,4,1,0
29325,1,4,0
29333,1,2,0
29339,4,4,3
88458,4,6,3
175690,4,6,3
404252,1,6,0
29346,2,1,0
29347,1,1,0
29358,2,1,0
29363,1,8,0
297713,6,8,0
29366,2,3,0
171209,4,3,0
29368,6,3,1
29375,1,1,0
29393,1,1,0
29398,1,1,0
29413,1,1,0
29415,1,1,0
29421,1,1,0
166493,27,24,20
196718,27,15,14
35764,29,15,13
337184,27,29,24
29425,1,1,0
29427,1,1,0
29431,2,1,0
29446,4,4,3
191802,4,4,3
118623,4,4,3
29447,2,1,0
29460,1,1,0
29478,13,28,0
367888,8,28,7
211794,2,28,0
228828,1,28,0
381274,4,28,0
198520,13,1,0
29481,1,1,0
29483,1,2,0
29486,29,56,27
383512,19,56,10
241152,40,56,39
344278,42,56,40
175007,33,56,21
338043,21,56,13
228928,23,56,14
149363,17,56,16
61511,29,39,23
360010,161,39,38
140382,23,39,17
302559,19,39,14
73571,29,14,8
35648,4,14,2
250153,32,14,9
66216,22,14,10
241733,23,14,11
255396,19,14,7
163497,29,14,12
351602,22,14,7
232430,29,30,28
56639,39,30,23
344082,22,30,13
312011,42,30,20
123860,21,30,12
118473,23,30,12
249130,11,30,8
181542,19,30,10
327883,29,23,15
308111,32,23,16
180793,40,23,14
67498,17,23,8
195226,42,23,14
150078,35,23,13
228745,14,23,10
29488,1,1,0
29491,2,2,0
29505,1,1,0
29518,2,2,1
29522,1,1,0
29548,1,1,0
29554,6,4,3
29568,4,1,0
29572,2,1,0
29576,1,2,0
29591,3,1,0
29596,2,2,1
29614,1,1,0
43352,14,26,10
59360,22,26,21
106443,22,26,19
111377,14,26,13
154602,24,26,18
88229,14,23,10
84578,15,23,7
29620,1,1,0
29629,1,1,0
29632,1,1,0
29635,1,1,0
29644,1,1,0
29647,3,3,0
77291,3,2,1
29649,5,5,4
169108,15,13,12
97881,11,13,7
29666,1,1,0
29683,2,1,0
29689,2,1,0
29695,1,1,0
29696,1,1,0
29697,1,1,0
29703,1,1,0
29705,2,1,0
29706,5,5,4
29708,2,1,0
29716,1,1,0
29723,1,1,0
29727,1,1,0
29735,1,1,0
29738,1,1,0
29740,4,2,1
121468,4,3,2
29744,1,1,0
29745,1,2,0
29746,1,2,0
29752,2,2,1
29756,4,2,0
29758,2,2,0
29763,1,1,0
29765,10,11,7
119773,10,11,7
297866,9,11,5
169441,10,11,7
87824,11,11,10
94482,9,11,6
326269,5,11,4
29767,1,1,0
29779,1,1,0
29780,1,1,0
29783,28,6,4
108633,28,3,0
200588,3,3,0
228017,28,7,0
247959,28,1,0
349788,28,3,0
240936,2,3,0
29785,1,1,0
29789,4,2,1
198466,6,2,1
29794,25,10,6
63566,25,11,7
287824,25,12,7
118974,10,12,8
400537,25,2,0
29799,1,1,0
29803,1,1,0
29804,1,1,0
29805,1,1,0
29810,1,1,0
29820,2,1,0
29823,1,2,0
29826,1,1,0
29828,22,6,4
68803,7,6,2
73687,22,12,11
95747,22,23,20
365220,21,23,19
362875,21,23,19
241187,22,20,17
325552,19,20,15
29837,6,2,0
306340,6,1,0
29846,2,1,0
364455,2,1,0
29860,1,1,0
29869,2,2,1
29870,1,1,0
29871,2,1,0
29874,7,2,0
241683,7,1,0
29884,1,1,0
29892,13,8,7
353614,10,8,6
104931,13,10,9
153893,13,5,1
342113,13,8,6
31482,11,8,6
81734,13,8,7
284443,15,8,6
29906,2,1,0
29907,1,1,0
29908,1,1,0
29920,1,1,0
29923,19,30,16
72772,21,30,15
290209,2,30,0
352575,1,30,0
277076,19,21,17
35510,9,21,8
129277,30,21,18
29930,1,1,0
29938,16,8,2
29948,1,1,0
29953,5,8,3
108469,4,8,3
356294,6,8,4
29954,4,9,3
45435,2,9,0
217778,6,9,5
262371,4,6,3
101921,5,6,4
29956,1,2,0
29963,2,20,0
71587,1,20,0
271886,13,20,1
279219,24,20,1
385420,4,20,1
29966,1,1,0
29979,1,1,0
29982,1,1,0
29992,1,1,0
30009,1,1,0
30015,14,13,12
334795,37,13,8
308339,13,13,12
80507,14,11,10
94335,13,11,10
126335,17,11,10
205394,13,11,10
224219,14,1,0
325444,14,17,12
30025,1,6,0
357906,1,6,0
30027,7,7,6
246462,7,7,6
74707,7,22,6
252021,4,22,1
259236,7,22,6
164743,7,7,6
240256,7,7,6
30030,1,1,0
30035,1,1,0
30037,1,1,0
30043,4,3,2
309577,4,3,1
30047,2,1,0
30050,2,1,0
30052,1,2,0
30056,1,1,0
30057,4,1,0
78777,4,1,0
55939,41,17,16
32892,29,17,16
110047,41,40,39
198108,48,40,39
330452,41,34,27
38020,29,34,16
59092,25,34,17
316688,51,34,30
102312,50,34,29
30063,1,2,0
30070,2,1,0
30076,1,1,0
364032,15,14,13
83941,16,14,12
30080,5,1,0
30085,3,1,0
30100,1,1,0
30103,1,1,0
30104,1,1,0
30112,2,1,0
30137,2,1,0
255270,2,1,0
30147,1,1,0
30160,2,1,0
183961,2,3,0
30165,3,1,0
30167,14,16,12
318766,14,16,12
347080,14,16,13
152671,14,13,11
119598,13,13,10
30168,1,1,0
30169,2,2,1
30173,4,3,1
30176,1,1,0
30177,1,1,0
30192,3,3,2
30199,5,6,1
30216,2,1,0
151637,2,1,0
30219,1,1,0
30231,1,1,0
30233,3,2,0
30238,1,1,0
30245,2,2,0
30247,1,4,0
30250,1,1,0
30253,3,1,0
30257,2,2,0
30259,5,1,0
30270,1,1,0
30271,1,1,0
30272,2,4,0
30276,15,12,11
252747,15,11,7
30282,2,1,0
134626,2,1,0
30292,1,1,0
30295,1,1,0
30296,8,5,3
218044,8,7,1
304507,8,8,3
30297,32,7,5
275021,32,18,17
295296,32,31,28
228492,32,31,24
30299,1,1,0
30300,4,8,3
30304,1,1,0
30305,8,1,0
295451,8,1,0
30308,1,1,0
30310,3,2,1
30312,1,1,0
30326,2,4,0
128519,2,4,0
30335,1,1,0
30338,1,2,0
30345,9,4,3
284541,7,4,3
141535,5,4,3
30357,1,1,0
30359,5,2,0
30366,2,1,0
30367,1,1,0
30385,2,2,1
30388,3,1,0
30394,2,1,0
30398,3,4,2
30403,1,1,0
30414,13,9,8
78497,11,9,7
184247,6,9,5
30419,1,1,0
30420,1,1,0
30422,13,18,12
389940,20,18,14
149348,13,20,10
68931,19,20,18
180586,15,20,13
224893,13,13,12
276765,12,13,8
221863,18,13,12
30426,1,2,0
30439,4,7,1
89467,15,7,2
108493,10,7,2
124420,14,7,2
30447,2,1,0
30449,1,1,0
30450,2,1,0
30462,1,1,0
30465,1,1,0
30468,1,3,0
30470,5,1,0
30475,3,1,0
91794,3,1,0
30478,5,1,0
316823,5,1,0
30479,2,1,0
367370,2,1,0
30482,2,3,1
212330,3,3,2
30495,2,2,1
30498,1,1,0
30502,1,1,0
30506,1,1,0
30512,23,23,22
400975,23,23,22
204988,24,23,22
333128,23,23,22
306071,23,23,22
30517,1,1,0
30523,1,2,0
30524,3,3,1
30526,1,1,0
30530,4,2,0
30535,2,1,0
30538,2,2,1
30549,1,1,0
30554,2,1,0
30556,1,1,0
30557,1,1,0
30568,1,1,0
30572,2,2,0
30573,2,1,0
30576,1,1,0
30578,1,1,0
30580,5,3,2
30591,8,1,0
30592,1,1,0
30598,1,1,0
30603,1,1,0
30605,4,2,1
30608,1,1,0
30611,1,2,0
30614,1,1,0
30619,1,1,0
30626,4,2,1
30634,1,1,0
30635,1,1,0
30641,1,1,0
30644,7,1,0
30645,5,1,0
30654,1,1,0
30656,3,1,0
30663,6,14,5
160104,14,14,13
255854,13,14,7
387179,14,14,13
281607,6,14,5
95560,9,14,7
183944,13,14,7
246532,11,14,9
30678,1,2,0
30683,3,2,0
30692,1,1,0
30711,10,5,4
30712,6,1,0
30713,3,1,0
30715,2,1,0
30716,23,18,15
30719,1,1,0
30721,2,1,0
30734,2,1,0
280367,2,1,0
30735,1,12,0
91989,3,12,0
201233,3,12,0
30736,9,9,8
267387,9,9,8
295827,10,9,8
142842,21,21,19
254753,21,25,19
30741,1,2,0
30748,1,1,0
30757,1,1,0
30759,1,1,0
30767,1,2,0
30770,1,1,0
30777,3,2,0
235813,2,2,0
30779,2,2,1
30781,1,1,0
30785,1,1,0
30792,1,17,0
119081,2,17,0
231938,1,17,0
325364,1,17,0
30805,1,1,0
30807,1,1,0
30811,5,3,2
30813,2,1,0
30822,1,1,0
30838,1,1,0
30845,1,1,0
30849,1,1,0
30856,1,1,0
30857,3,1,0
30868,1,1,0
30873,1,1,0
30874,2,1,0
30875,1,1,0
30894,12,4,1
149306,12,1,0
30896,22,19,17
58434,22,19,17
352504,21,19,17
30903,1,1,0
30904,1,2,0
30906,1,1,0
30909,1,1,0
30910,1,1,0
30916,27,27,26
125160,26,27,25
336955,26,27,25
92111,27,26,25
253234,26,26,25
183455,27,26,25
70934,26,26,25
255271,26,26,25
30924,3,1,0
30927,2,1,0
30930,1,1,0
30933,2,4,1
246610,2,4,1
356127,3,4,0
30937,11,11,10
259532,9,11,7
30940,1,1,0
30946,1,1,0
30947,1,1,0
30952,8,8,7
97264,8,8,7
362454,8,8,7
30953,2,1,0
30954,1,2,0
30955,1,2,0
30963,1,1,0
30970,2,1,0
30974,4,1,0
30981,1,1,0
30994,2,1,0
30995,18,6,4
106606,18,17,12
351901,18,17,12
35029,13,17,11
183566,17,17,12
195347,6,17,4
399378,7,17,0
363270,18,1,0
396083,18,16,12
399820,14,16,13
131423,11,16,8
382960,17,16,15
30997,1,2,0
31000,6,10,3
268656,8,10,4
394646,11,10,7
31001,4,5,2
31009,1,6,0
31022,1,1,0
31025,1,1,0
31029,7,1,0
31035,3,3,2
182378,3,3,2
347307,3,3,2
31042,3,3,0
31046,1,1,0
31054,1,1,0
31059,1,4,0
52113,3,4,2
31070,3,2,1
31087,1,1,0
31099,1,1,0
31107,3,2,1
31108,2,1,0
31111,1,2,0
139870,18,20,16
187472,19,20,18
107542,19,20,18
364156,18,20,16
289004,13,20,11
31120,2,1,0
31121,1,2,0
31130,3,9,2
71667,5,9,4
78768,5,9,4
31133,1,1,0
31139,1,1,0
31144,1,1,0
31145,1,1,0
31146,1,1,0
31147,1,1,0
31151,1,2,0
31153,1,1,0
31162,1,1,0
31166,2,1,0
31178,1,1,0
31185,1,1,0
31186,1,1,0
31189,1,1,0
31194,1,3,0
82450,17,13,11
322269,17,13,12
31198,1,1,0
31201,1,1,0
31212,2,2,1
31222,2,1,0
31223,6,6,0
393310,6,4,1
51826,5,4,0
199720,3,4,1
31228,2,1,0
31229,1,1,0
31238,1,2,0
31244,2,2,1
244772,3,2,1
31248,1,1,0
31251,1,1,0
31256,1,1,0
31257,1,6,0
31258,2,1,0
31259,1,1,0
31260,1,1,0
31265,1,3,0
31268,1,2,0
157315,1,2,0
31274,2,6,1
31275,2,5,0
188699,1,5,0
31286,2,3,1
374194,2,2,1
31293,2,1,0
31300,1,1,0
31301,1,1,0
31317,1,1,0
31323,1,1,0
31331,1,1,0
31338,8,1,0
58686,8,3,2
331351,8,3,2
31354,1,1,0
31357,2,2,0
31360,1,1,0
31371,8,2,0
74136,8,4,0
136771,8,2,0
31372,5,5,3
61882,5,3,2
52484,38,27,22
236137,38,28,24
288236,42,28,21
117589,46,28,26
31379,1,1,0
31381,3,1,0
31392,1,2,0
31400,3,1,0
136957,3,1,0
311590,3,1,0
31417,14,8,5
128754,14,4,3
324143,5,4,3
150879,14,5,3
31425,2,1,0
31426,1,5,0
31429,2,2,0
31439,2,9,0
66413,26,16,15
150705,26,16,15
110100,26,16,15
31444,7,1,0
279301,7,3,0
31445,1,1,0
31448,1,4,0
31451,1,1,0
31452,2,1,0
31453,2,3,1
31476,3,1,0
281753,3,1,0
31480,12,15,11
132333,12,15,11
142995,13,15,12
266091,7,15,6
52789,12,12,10
281286,15,12,10
31481,1,1,0
97156,11,7,6
368639,13,7,6
31483,1,1,0
31489,1,2,0
31498,2,1,0
31513,1,1,0
31516,6,1,0
31527,1,1,0
31534,2,1,0
31543,1,1,0
31557,3,3,2
31563,1,1,0
31571,1,3,0
31574,1,2,0
31583,1,1,0
31586,1,1,0
31587,2,1,0
31591,2,3,1
31596,3,3,0
31606,1,1,0
31614,1,5,0
31622,1,1,0
31629,1,1,0
31635,2,1,0
31640,3,2,0
322123,1,2,0
128524,3,1,0
31642,1,1,0
31643,1,2,0
290186,1,2,0
31652,6,5,4
31654,2,5,1
119522,5,5,0
31658,1,1,0
31660,1,1,0
31661,2,6,0
361377,2,1,0
31663,1,1,0
31665,3,2,0
31667,1,1,0
31671,1,2,0
31673,1,2,0
31675,2,2,0
31676,1,1,0
31684,1,1,0
31687,1,1,0
31693,1,1,0
31695,1,1,0
31697,2,1,0
31702,1,1,0
31705,1,1,0
31712,1,3,0
112022,1,3,0
283142,1,3,0
31728,1,1,0
31733,7,4,2
82809,7,3,1
66745,4,3,1
31738,6,7,2
31749,1,1,0
31755,3,2,1
31764,5,3,0
149649,3,3,0
180727,4,3,0
149619,5,4,1
325820,5,5,0
31770,1,1,0
31771,2,2,1
31778,1,1,0
31781,2,1,0
106384,2,5,0
37515,2,5,0
31786,1,2,0
31790,8,1,0
181837,8,2,0
31793,2,1,0
31802,1,1,0
31825,7,4,1
85405,3,4,0
362976,3,4,0
48334,7,4,3
251237,3,4,2
31833,1,1,0
31851,1,1,0
31856,1,1,0
31858,1,1,0
31859,1,1,0
31867,1,1,0
31872,1,3,0
31876,3,3,2
31877,3,3,2
31882,1,1,0
31887,1,1,0
31889,2,1,0
399563,2,1,0
31905,6,3,2
184768,15,27,14
52707,18,27,14
76887,25,27,21
286718,15,23,14
282745,29,23,20
130576,22,23,19
161310,24,23,21
31910,1,1,0
31911,1,1,0
31913,3,2,1
31914,2,1,0
31917,1,2,0
31940,1,1,0
31941,1,1,0
31946,7,9,6
74508,3,9,1
31956,1,1,0
31959,1,1,0
31967,1,1,0
31973,1,1,0
31974,1,1,0
31978,1,1,0
31983,1,5,0
32005,1,1,0
32015,1,1,0
32025,15,19,14
284054,15,23,14
88853,21,23,20
149588,20,23,19
32030,9,1,0
346814,9,1,0
32036,2,2,1
228478,3,2,1
32041,3,1,0
32042,1,3,0
32045,1,2,0
32046,2,1,0
123092,2,1,0
32063,4,6,3
211194,4,4,3
279798,4,4,3
45557,4,4,3
32082,5,3,0
32085,1,1,0
32094,1,1,0
32095,1,1,0
32096,1,2,0
32097,15,16,13
313574,19,16,15
283936,15,19,14
263243,16,19,15
32110,3,1,0
287873,3,1,0
32113,1,1,0
77247,21,12,10
151428,14,12,10
32123,2,3,0
147867,9,3,1
32128,4,5,1
264252,4,5,2
292389,3,5,1
134287,4,3,2
301908,4,2,1
319054,3,2,1
32132,1,3,0
32134,2,3,0
32135,1,1,0
32138,1,1,0
32141,2,1,0
32142,1,1,0
32144,1,1,0
32156,1,2,0
32157,3,1,0
32158,6,1,0
32171,1,1,0
32182,1,4,0
32184,4,2,0
32187,2,1,0
32189,1,4,0
32198,1,1,0
32203,1,1,0
32216,2,1,0
32218,1,1,0
32224,1,1,0
32237,2,1,0
32242,3,3,2
91478,3,2,1
32255,2,3,0
32257,1,1,0
48855,15,27,12
195170,18,27,15
171131,3,27,2
32268,2,2,1
32270,2,3,0
265509,1,3,0
32287,2,4,1
188339,1,4,0
32292,2,1,0
259505,2,7,0
32300,1,1,0
32310,1,2,0
32311,2,1,0
32313,5,2,1
32314,1,1,0
32317,1,1,0
32326,2,1,0
32328,1,1,0
32338,1,1,0
32347,7,5,4
397116,5,5,4
378582,7,6,4
118747,5,6,4
265638,20,20,19
255942,20,20,19
178964,20,20,19
32367,1,1,0
32371,2,5,1
32372,2,3,1
32374,3,3,2
120112,3,3,2
32385,1,1,0
32386,2,2,1
111974,2,2,1
32388,1,1,0
32393,2,1,0
32407,1,1,0
32413,2,1,0
32414,10,9,8
93699,9,9,7
137626,10,9,8
314071,9,9,8
32427,1,1,0
32431,2,1,0
371317,2,1,0
32452,2,2,1
32453,1,1,0
32454,1,4,0
391845,48,21,17
32464,4,1,0
141813,4,2,0
32466,1,1,0
32471,2,7,1
96873,4,7,0
32475,1,1,0
32487,2,2,0
32489,2,1,0
32490,3,1,0
32494,2,8,1
143448,4,8,2
201922,2,8,1
32500,4,3,2
280568,4,3,2
128031,3,3,2
32501,6,3,0
196398,6,1,0
32506,21,22,17
51933,11,22,10
126638,21,21,18
215008,21,18,14
110539,20,18,15
151116,21,18,17
392633,21,18,15
199559,10,18,8
32509,1,1,0
32514,2,2,0
32516,12,15,11
78461,16,15,13
320857,12,15,8
349639,16,15,13
140176,12,23,11
115239,16,23,13
106779,5,23,2
151956,1,23,0
318672,12,11,8
87387,16,11,10
322798,12,14,11
375049,16,14,13
151212,13,14,8
32518,1,1,0
32524,1,1,0
32529,2,1,0
32534,1,1,0
32535,1,3,0
32536,1,1,0
32546,1,1,0
32549,1,1,0
67404,15,15,3
394960,3,15,1
32565,26,26,25
175558,26,26,25
50250,27,26,25
234062,27,26,25
158733,26,26,25
207048,26,26,25
389928,27,26,25
32572,1,1,0
32578,1,1,0
32580,7,7,6
32582,4,1,0
32583,1,1,0
32584,1,1,0
32585,1,1,0
32586,5,5,4
375350,11,5,4
382002,5,5,4
355659,5,5,4
32591,3,8,0
267310,33,8,0
251740,1,8,0
32592,1,2,0
311473,6,2,0
32594,1,1,0
32600,1,1,0
32619,1,2,0
32625,4,2,0
105713,4,2,1
32635,1,1,0
32640,2,2,1
32646,1,1,0
32649,2,1,0
32655,1,1,0
32662,1,2,0
273509,20,38,9
358628,45,38,32
92232,45,38,32
401120,27,38,19
32673,1,1,0
32675,1,2,0
32677,1,6,0
102291,1,6,0
32679,1,1,0
32696,3,3,2
301026,3,3,2
280015,3,3,2
32701,5,2,0
32716,1,4,0
32717,1,1,0
32724,1,1,0
32742,1,1,0
32747,1,1,0
32752,1,1,0
32765,1,6,0
32768,1,1,0
32774,2,2,0
255445,3,2,0
32776,11,9,7
123563,20,9,6
295291,2,9,1
336424,11,3,2
32779,2,1,0
32787,1,3,0
101284,1,3,0
127984,2,3,0
32793,3,3,2
267278,3,3,2
32794,2,1,0
32797,1,3,0
32798,1,77,0
47794,1,77,0
131805,1,77,0
135897,3,77,1
137983,1,77,0
147020,1,77,0
199548,1,77,0
259626,1,77,0
281589,1,77,0
321053,1,77,0
340166,1,77,0
342561,1,77,0
355250,2,77,0
32800,2,2,0
209486,1,2,0
32801,10,11,7
32805,2,1,0
32807,1,1,0
32809,1,1,0
32815,1,1,0
32830,1,1,0
32840,2,1,0
183605,2,1,0
32843,1,1,0
32848,1,2,0
32853,1,2,0
32854,1,1,0
32859,12,6,4
126844,12,11,7
42894,7,11,5
163050,12,11,8
222022,14,11,9
125326,8,11,6
167309,12,10,7
364836,12,4,3
334532,16,4,3
32860,1,2,0
32870,1,1,0
32871,1,1,0
32876,1,1,0
32877,2,1,0
346624,29,23,2
325104,1,23,0
32906,1,1,0
32907,1,4,0
168637,1,4,0
32908,1,1,0
32912,1,2,0
35074,11,9,8
361700,11,9,8
377975,11,9,8
32916,2,1,0
32928,1,1,0
32939,18,28,17
259152,1,28,0
32945,2,1,0
32946,1,1,0
32948,1,1,0
32950,3,3,2
237511,3,3,2
282791,3,3,2
32953,2,1,0
32961,1,1,0
32965,1,1,0
32971,1,1,0
32972,1,1,0
32981,1,1,0
32986,1,1,0
32999,2,3,0
33004,1,1,0
33010,2,1,0
33011,1,1,0
33027,3,4,2
361520,3,4,2
33034,1,2,0
33035,6,3,1
33038,1,6,0
33046,1,1,0
33053,15,13,11
319466,20,13,10
33054,1,1,0
33058,1,1,0
33059,1,1,0
33065,9,1,0
39848,9,2,0
374475,1,2,0
191323,9,2,0
33081,1,1,0
33100,2,1,0
33103,2,3,1
33104,2,1,0
33111,1,1,0
33116,4,3,0
306821,2,3,0
126538,4,2,0
33119,1,1,0
33121,29,14,0
81620,4,14,1
155121,2,14,0
296599,1,14,0
313708,3,14,0
33127,4,2,1
222141,4,2,1
33129,3,6,0
218351,2,6,0
354315,1,6,0
33130,4,3,0
285783,4,1,0
33143,18,11,8
264531,10,11,6
275441,18,12,10
122101,12,12,5
309257,18,8,6
142549,17,8,6
342381,16,8,6
33151,1,6,0
33157,1,1,0
33163,1,1,0
33167,1,1,0
33175,2,1,0
33194,1,3,0
33195,1,1,0
33200,1,1,0
33206,1,1,0
33207,1,1,0
33209,1,2,0
73696,2,2,0
33211,1,1,0
33217,2,1,0
33221,3,4,2
390355,3,5,2
33229,2,4,1
33235,3,4,1
343370,2,4,1
33247,14,23,13
315655,17,23,12
315046,14,18,11
33248,2,2,0
33259,1,1,0
33261,1,1,0
33270,2,1,0
33276,2,1,0
33282,2,3,1
33287,4,9,2
220634,4,7,1
178942,16,7,5
33290,1,1,0
33293,6,3,1
127805,6,3,2
326510,5,3,1
33294,2,1,0
33300,1,2,0
33306,1,2,0
33308,2,3,0
33314,1,1,0
33317,3,1,0
33319,1,1,0
33321,12,9,8
108722,9,9,8
147566,12,9,8
250319,12,13,11
33325,1,4,0
33331,1,1,0
33343,5,2,0
33345,11,9,6
77897,8,9,5
159775,11,6,4
33357,1,1,0
33367,13,15,2
252362,13,20,9
325825,14,20,8
210219,12,20,8
355546,13,8,2
61750,27,8,6
33372,4,4,3
33374,5,5,2
343597,5,5,2
249417,5,3,2
398826,5,10,1
33385,3,3,2
354712,3,3,2
33399,7,7,6
294580,7,7,6
33407,1,1,0
33413,2,1,0
297169,2,1,0
33414,2,1,0
33416,1,1,0
33417,30,20,19
295621,30,22,19
111950,22,22,20
329063,26,22,20
330276,30,27,20
157535,6,27,5
33429,9,6,4
376267,7,6,4
355203,9,8,5
383257,9,9,6
33430,3,3,2
33433,1,1,0
33448,18,25,15
94960,20,25,19
83281,11,25,10
92264,9,25,8
403957,19,25,16
292863,18,21,16
74688,25,21,18
257056,25,21,19
193705,11,21,10
33457,2,3,0
146345,27,24,22
288169,27,24,22
101675,25,24,22
179233,27,13,11
360429,27,24,22
33471,1,1,0
33487,2,1,0
33491,3,1,0
33492,2,2,0
33494,2,1,0
33501,1,1,0
33509,3,8,2
191098,1,8,0
320990,3,4,2
33514,1,1,0
33515,1,2,0
33535,1,1,0
33537,1,1,0
33539,1,3,0
33541,1,1,0
33545,6,6,5
33546,13,8,6
379401,7,8,3
86873,13,7,3
166961,13,12,10
299320,13,11,9
366198,12,11,3
274404,11,11,7
33547,1,1,0
33548,1,1,0
33552,2,2,0
33555,3,3,1
296907,3,2,1
33558,2,2,0
165630,2,2,0
33559,2,1,0
33564,2,1,0
33567,26,16,15
205474,28,16,15
61100,26,28,23
73615,7,28,5
387935,26,28,24
260119,7,28,5
399686,31,28,26
245283,41,28,26
260752,28,28,26
313067,23,28,20
329919,10,28,8
33569,1,1,0
33596,2,3,0
33614,1,1,0
33615,25,27,3
68774,1,27,0
69815,3,27,0
284478,31,27,3
98414,1,27,0
124849,41,27,3
200180,3,27,0
324174,3,27,0
353450,1,27,0
33624,1,1,0
33627,5,5,4
379284,5,5,4
197869,5,5,4
113931,5,5,4
33631,1,1,0
63229,44,24,21
240367,42,24,17
227994,28,24,16
80924,44,38,31
218864,42,38,31
239468,42,38,31
269866,33,38,26
339715,22,38,19
160979,44,11,9
33636,1,1,0
33643,1,7,0
218923,1,7,0
33647,1,1,0
33649,1,1,0
33652,2,4,0
33654,1,1,0
33658,5,4,3
33660,1,4,0
33666,1,3,0
33682,1,1,0
33684,6,4,2
201174,4,4,2
216739,6,1,0
33686,5,1,0
33687,1,1,0
33695,1,2,0
33701,4,2,1
33705,1,1,0
33708,1,1,0
33713,25,17,14
336768,11,17,10
196217,25,17,14
38049,20,17,12
49186,20,17,12
170952,28,17,15
276507,25,10,6
40680,13,10,3
33722,2,1,0
33723,2,1,0
33726,1,1,0
33728,3,1,0
42985,3,2,1
33729,3,11,2
158403,6,11,3
199413,6,11,5
33730,1,2,0
33735,2,1,0
33740,1,1,0
33746,8,1,0
34564,8,1,0
144966,8,1,0
33747,1,1,0
33759,1,1,0
33760,1,1,0
33772,7,8,6
251339,10,8,6
181717,9,8,7
209631,7,11,6
310891,9,11,8
173930,7,11,6
33773,1,1,0
33774,1,1,0
40103,24,28,6
345394,23,28,14
156956,17,28,8
