id,q1_degree,q2_degree,intersection_count
1755,2,1,0
1756,3,2,0
106340,3,1,0
228692,3,2,0
311439,2,2,0
1757,2,1,0
1758,1,1,0
1759,1,1,0
1760,2,27,0
57435,7,27,0
105022,17,27,0
54025,26,27,0
198493,15,27,0
73246,1,27,0
77622,8,27,0
380955,28,27,1
118698,1,27,0
151684,8,27,0
310634,9,27,1
240359,10,27,0
288118,1,27,0
307604,1,27,0
364056,1,27,0
1761,19,16,15
114387,18,16,15
21947,19,24,17
3336,19,24,16
346088,18,24,17
12182,18,24,17
228450,16,24,15
25055,18,24,17
351715,19,24,17
294080,25,24,23
127971,17,24,10
146109,63,24,21
39070,19,24,17
167635,19,24,17
247285,19,24,16
9042,18,24,17
318355,18,24,17
128721,24,24,23
92134,16,24,15
333918,18,24,17
252833,19,24,17
242388,25,24,23
44812,16,24,15
299837,17,24,10
231372,63,24,21
91935,19,17,13
115088,18,17,12
210780,19,17,13
28762,13,17,1
105604,19,18,17
343355,17,18,12
194772,18,18,17
281518,18,18,17
364357,19,18,17
124519,19,16,15
12579,24,16,15
399395,16,16,15
29441,18,16,15
293859,19,16,15
261174,25,16,15
169710,63,16,14
236791,19,16,15
293116,19,16,15
168863,18,16,15
260880,24,16,15
276700,24,16,15
22396,16,16,15
354306,18,16,15
293784,18,16,15
184336,19,16,15
35408,25,16,15
345454,16,16,15
164369,63,16,14
281562,19,19,18
236363,16,19,15
197187,18,19,16
307770,19,18,17
384136,16,18,15
138006,18,18,16
82101,19,18,17
313711,19,7,4
2979,19,7,4
388126,19,7,5
42046,17,7,4
182061,19,7,4
270243,9,7,1
304968,11,7,0
319631,19,18,17
33064,17,18,12
22442,16,18,15
238247,18,18,16
349166,19,25,17
310313,17,25,12
27602,18,25,17
88417,18,25,17
159881,16,25,15
272757,19,25,17
120131,17,25,10
100750,63,25,22
350420,19,19,17
20075,17,19,13
37360,18,19,16
285917,16,19,15
152409,18,19,15
298741,19,19,17
1762,5,5,4
270391,5,5,4
208137,5,5,4
291820,5,5,4
42082,5,5,4
44894,5,5,4
143822,5,5,4
1764,1,1,0
1765,1,1,0
1766,1,1,0
1767,2,1,0
1768,2,2,1
24634,2,2,1
1769,1,4,0
1770,1,4,0
45483,2,4,0
284493,1,4,0
350103,1,4,0
1771,1,1,0
1772,1,1,0
1774,3,1,0
21163,3,2,0
50518,3,1,0
1775,3,1,0
1776,1,1,0
1778,3,3,2
166595,3,5,2
105746,3,5,2
402321,5,5,2
314487,1,5,0
367525,1,5,0
376530,3,5,2
266815,3,5,2
1779,3,4,2
152357,4,4,3
243833,3,4,2
241231,4,4,3
277118,3,4,2
267126,3,4,2
388085,4,4,3
292322,3,4,2
165369,3,4,2
1780,38,19,9
72421,24,19,13
88043,29,19,11
212943,26,19,8
168029,32,19,12
41000,38,4,3
358478,13,4,2
51043,38,3,1
137460,34,3,1
255332,38,13,6
204702,11,13,7
279672,38,27,18
154623,8,27,3
300871,25,27,8
393415,29,27,12
21851,15,27,6
270272,32,27,16
364519,38,28,18
253449,34,28,23
18176,25,28,12
231768,29,28,15
217701,26,28,17
391536,25,28,18
208441,15,28,12
360822,32,28,17
1782,1,5,0
100076,1,5,0
249566,3,5,2
334441,5,5,2
1785,1,1,0
1786,1,1,0
1787,1,1,0
1791,4,1,0
254518,4,1,0
298402,4,1,0
1792,1,1,0
1793,1,2,0
155002,17,18,16
87731,20,18,11
50618,19,18,16
224998,13,18,10
155427,15,18,14
158843,17,18,16
56630,24,18,17
125745,20,18,10
317026,16,18,11
369623,19,18,16
377890,10,18,9
271954,17,10,8
361082,15,10,8
54660,17,10,8
141649,19,10,8
378146,18,10,8
1797,1,1,0
1799,5,1,0
268589,5,1,0
295732,5,1,0
362714,5,2,0
32207,2,2,0
1801,2,4,0
27020,3,4,0
1802,2,1,0
1804,1,2,0
1805,4,4,3
61415,4,4,3
185497,4,4,3
383431,4,4,3
401801,4,4,3
363341,6,4,3
1806,56,27,26
115916,56,27,26
375091,36,27,23
327333,29,27,18
8780,24,27,23
265676,40,27,26
273689,161,27,26
101606,32,27,26
333240,42,27,26
28959,29,27,26
292035,25,27,23
38003,27,27,26
202268,39,27,26
114378,26,27,23
352478,35,27,23
216831,30,27,18
2881,56,19,11
146172,32,19,18
130119,29,19,14
66897,37,19,18
287461,25,19,17
183001,18,19,17
244921,42,19,6
184683,19,19,17
289782,18,19,17
361092,16,19,13
66999,15,19,11
119525,25,19,12
15360,56,14,8
267909,56,14,8
207687,32,14,7
268369,5,14,1
352588,55,14,8
281118,11,14,9
98633,17,14,4
334450,30,14,8
29258,56,24,23
92345,56,24,23
357422,28,24,23
215191,36,24,23
233067,30,24,23
5366,27,24,23
117833,24,24,23
292420,40,24,23
131508,51,24,23
310430,32,24,23
116793,42,24,23
28518,32,24,23
203621,29,24,23
63721,27,24,23
338485,27,24,23
342198,39,24,23
189697,26,24,23
54584,55,24,23
195716,30,24,23
347796,41,24,23
42977,56,19,10
100834,56,19,10
301848,33,19,17
223010,32,19,17
7644,29,19,14
336473,37,19,17
398756,18,19,17
342423,19,19,17
374113,18,19,17
371395,16,19,13
162395,31,19,17
72390,56,18,15
91027,56,18,15
327372,33,18,15
189928,16,18,15
338629,32,18,15
12713,2,18,0
274384,37,18,15
254457,40,18,15
337418,51,18,15
296009,17,18,15
217484,17,18,15
125433,42,18,15
134894,17,18,15
388010,31,18,15
82726,17,18,15
86521,2,18,0
96779,56,18,10
133868,33,18,17
227901,29,18,14
387545,37,18,17
327215,19,18,17
97124,56,6,4
103158,56,32,28
137330,36,32,25
76234,30,32,23
202896,42,32,28
116273,56,24,23
270031,56,24,23
222050,36,24,23
14809,30,24,23
280823,40,24,23
89295,161,24,23
217397,32,24,23
177581,42,24,23
279724,29,24,23
110437,25,24,23
40917,27,24,23
221836,26,24,23
385983,35,24,23
117674,56,32,27
329556,29,32,27
245408,23,32,13
294562,4,32,1
163756,11,32,7
97835,17,32,9
174320,4,32,3
124074,56,11,8
80825,19,11,6
306746,22,11,9
129510,56,30,26
215887,56,30,26
287920,28,30,26
350152,36,30,23
264459,29,30,18
162970,30,30,23
347450,27,30,26
395576,24,30,23
370063,40,30,26
228265,161,30,26
121226,51,30,26
324670,42,30,26
193947,29,30,26
387534,25,30,23
259094,27,30,26
226812,27,30,26
300571,39,30,26
364058,26,30,23
342525,35,30,23
361186,30,30,18
149282,56,17,15
304217,56,17,15
28745,32,17,15
130746,37,17,15
87652,40,17,15
212492,42,17,15
309219,17,17,15
331327,31,17,15
152428,56,17,15
83907,33,17,15
343412,32,17,15
272434,37,17,15
87078,40,17,15
399855,17,17,16
330427,42,17,15
106861,17,17,15
390996,31,17,15
163933,56,18,10
229412,29,18,14
313155,37,18,17
28859,19,18,17
44763,18,18,17
328615,31,18,17
169071,56,27,26
267940,56,27,26
83692,36,27,23
199791,29,27,18
294727,30,27,23
137136,24,27,23
260195,40,27,26
345086,161,27,26
72454,51,27,26
87613,30,27,26
402185,32,27,26
37826,29,27,26
151735,27,27,26
125053,27,27,26
75011,39,27,26
397607,32,27,18
271077,30,27,18
171892,56,32,27
322056,56,32,27
275664,28,32,23
265487,36,32,28
171438,30,32,23
337617,27,32,23
181964,23,32,13
283093,29,32,10
173043,24,32,23
362078,40,32,23
81973,161,32,28
284981,51,32,28
20048,30,32,23
396488,19,32,11
35448,32,32,23
24457,42,32,23
373813,29,32,23
272852,27,32,23
324537,27,32,23
247241,39,32,28
318032,26,32,23
49729,5,32,2
259035,55,32,27
87524,22,32,13
325347,11,32,6
187487,30,32,23
134294,35,32,27
336440,41,32,23
174737,56,40,39
325536,36,40,23
162407,33,40,15
370406,30,40,23
364511,32,40,15
209426,37,40,15
106632,161,40,27
273900,32,40,27
106046,17,40,15
352700,39,40,27
391540,31,40,15
201074,56,14,11
403040,56,14,11
299474,40,14,10
283863,19,14,4
255351,42,14,10
384894,32,14,11
153819,3,14,0
357801,30,14,12
201803,56,9,8
231702,40,9,8
324606,42,9,8
133095,29,9,8
44991,26,9,8
230961,56,30,26
80104,36,30,23
3759,29,30,18
308988,40,30,26
228052,161,30,26
233430,32,30,26
266887,42,30,26
280552,29,30,26
309242,25,30,23
225728,27,30,26
125249,27,30,26
53048,39,30,26
79621,26,30,23
169744,32,30,18
329900,3,30,2
252548,35,30,23
165872,30,30,18
300777,2,30,1
235633,56,29,27
66641,36,29,23
350374,29,29,18
327677,30,29,24
280936,40,29,27
140355,161,29,26
373295,32,29,26
256463,42,29,27
30039,4,29,2
160868,25,29,23
394663,39,29,26
62060,32,29,18
243913,56,16,15
257438,56,16,15
299602,33,16,15
385829,32,16,15
291452,37,16,15
61756,40,16,15
127958,17,16,15
314964,17,16,15
298127,42,16,15
269632,17,16,15
164545,31,16,15
258232,56,41,39
254444,28,41,26
380218,36,41,23
8799,33,41,15
280341,30,41,23
218820,27,41,26
236462,24,41,23
161521,40,41,39
387610,161,41,27
247704,51,41,39
128713,17,41,15
136205,30,41,26
383607,23,41,15
273388,17,41,15
372559,32,41,27
223173,42,41,39
359790,29,41,27
324942,8,41,1
36023,25,41,23
40121,27,41,26
158451,17,41,15
97624,39,41,27
337955,26,41,24
373643,31,41,15
75283,9,41,8
377985,30,41,26
149349,35,41,24
271175,56,28,26
351464,56,28,26
204668,36,28,24
283743,29,28,18
231060,24,28,23
13024,40,28,26
14712,161,28,26
203442,30,28,26
233264,32,28,26
209585,29,28,26
345700,25,28,23
169860,27,28,26
159883,27,28,26
276090,39,28,26
111934,26,28,23
348602,30,28,18
286358,56,25,23
173028,36,25,24
302518,30,25,23
56239,161,25,24
174199,17,25,6
289835,56,30,27
305433,56,30,27
367674,40,30,20
377925,161,30,23
305536,32,30,19
370849,29,30,18
100903,13,30,6
279161,32,30,27
118695,1,30,0
307887,6,30,4
291835,56,25,14
282505,33,25,17
90240,32,25,17
65114,29,25,17
379543,9,25,4
396499,37,25,17
115816,161,25,8
205614,19,25,17
46230,32,25,6
121246,19,25,18
98521,39,25,8
246159,18,25,17
224333,16,25,13
355912,31,25,17
60585,5,25,1
265467,17,25,15
368708,56,27,26
61441,36,27,23
343628,29,27,18
273295,30,27,23
248476,40,27,26
346570,161,27,26
271013,42,27,26
304642,29,27,26
343473,39,27,26
297685,26,27,23
279762,32,27,18
223852,35,27,23
388761,30,27,18
1808,1,6,0
346178,5,6,4
81156,5,6,4
1809,2,1,0
329109,2,1,0
1810,1,1,0
1811,2,1,0
183813,2,2,0
1812,1,1,0
1814,1,5,0
177400,1,5,0
228201,7,5,0
1815,9,3,1
33079,2,3,1
132061,9,4,1
3703,4,4,1
181888,3,4,1
245905,9,7,3
249120,4,7,3
319407,5,7,3
289039,9,2,0
322130,1,2,0
361892,9,4,2
91177,2,4,1
131591,4,4,1
1817,1,1,0
1819,3,1,0
181321,3,3,0
323866,3,1,0
1820,18,17,9
323887,10,17,8
34535,9,17,8
200526,16,17,14
31933,8,17,7
31980,17,17,9
231536,17,17,15
401623,18,17,9
217290,15,17,13
269840,16,17,9
184577,8,17,7
196600,6,17,5
365242,10,17,6
138600,18,8,6
115172,17,8,6
172763,18,8,6
345360,16,8,6
177289,18,10,8
280220,13,10,7
209313,10,10,6
22698,22,10,8
350753,17,10,6
190999,18,10,8
382223,11,10,8
137811,5,10,4
142819,16,10,7
192531,18,18,17
24665,13,18,10
79868,10,18,9
227087,16,18,8
346139,17,18,15
123540,17,18,9
166617,9,18,8
145578,11,18,8
278901,15,18,8
75546,5,18,4
254500,18,9,8
40142,13,9,8
20341,10,9,7
159580,17,9,7
39998,9,9,8
312638,18,9,8
44261,10,9,7
300697,16,9,7
277596,18,16,15
367952,13,16,9
45961,10,16,8
45089,16,16,8
308222,17,16,14
290317,9,16,7
306803,18,16,15
350642,11,16,7
83495,15,16,8
325531,18,10,7
16210,13,10,8
116670,10,10,6
46384,17,10,6
138727,9,10,7
194707,18,10,7
229643,3,10,0
361076,18,22,17
12881,9,22,7
344030,13,22,10
123245,8,22,7
280312,17,22,15
280255,17,22,13
103682,9,22,8
304285,18,22,17
389210,10,22,7
219986,11,22,8
320737,15,22,11
352117,5,22,4
219993,16,22,15
316967,8,22,7
185594,9,22,8
1821,2,1,0
1822,4,3,0
226202,2,3,0
344200,1,3,0
142937,4,3,0
1823,2,3,0
389719,2,1,0
1824,5,3,1
365830,3,3,1
219009,5,3,0
113958,2,3,1
365880,5,3,1
177458,3,3,0
382021,4,3,1
1827,1,2,0
1828,2,1,0
1829,1,1,0
1830,1,1,0
1832,1,1,0
1833,1,2,0
136784,1,2,0
1834,1,1,0
1835,2,2,1
1836,2,2,0
388252,1,2,0
1837,1,8,0
10477,4,8,2
102905,2,8,0
183350,4,8,2
372090,1,8,0
386952,2,8,0
1838,3,1,0
222839,3,3,0
88816,4,3,0
1840,4,15,0
156487,28,15,1
15850,3,15,0
286809,26,15,1
97149,1,15,0
104635,1,15,0
104925,2,15,0
116423,2,15,1
230798,2,15,0
259859,1,15,0
368970,3,15,0
303027,1,15,0
332448,4,27,0
16104,3,27,0
25439,1,27,0
324226,26,27,3
32479,1,27,0
355254,2,27,0
127853,3,27,0
70808,3,27,0
71880,1,27,0
279659,2,27,0
118926,10,27,0
312159,2,27,0
259733,1,27,0
282040,1,27,0
288909,1,27,0
295556,1,27,0
363800,2,27,0
1841,12,2,0
15490,12,4,0
111843,27,4,1
106295,54,4,0
24478,12,1,0
113185,12,2,0
196211,12,2,0
172524,4,2,0
199587,12,1,0
217177,12,4,0
281439,10,4,1
345356,28,4,1
357149,12,1,0
360605,12,1,0
1842,11,12,9
258353,11,12,9
88052,10,12,9
31772,3,12,0
91117,10,12,9
209435,11,12,9
396096,10,12,9
74849,10,12,9
178533,1,12,0
4860,11,11,9
21465,10,11,9
28770,10,11,9
208860,10,11,9
46734,10,11,9
284704,11,11,9
315984,10,11,9
248673,10,11,9
67017,11,3,2
4736,11,3,2
66017,11,3,2
85418,11,10,9
277717,11,10,9
353528,10,10,9
79363,10,10,9
42463,10,10,9
200826,10,10,9
120348,11,10,9
187183,10,10,9
1843,2,2,0
52939,1,2,0
1844,3,1,0
31176,3,1,0
138121,3,1,0
1845,1,1,0
1846,7,7,6
131672,7,7,6
261226,7,7,6
296631,7,8,6
94696,7,8,6
310356,7,8,6
308065,7,8,6
398372,7,7,6
176761,7,7,6
335016,8,7,6
197732,7,7,6
1847,1,1,0
1848,1,1,0
1849,1,1,0
1850,3,3,2
137859,2,3,1
192219,2,3,1
1851,5,6,4
83402,5,6,4
197782,1,6,0
199967,5,5,4
300265,6,5,4
178857,5,5,4
321479,5,5,4
239645,5,5,4
249091,6,5,4
171657,5,5,4
1852,1,1,0
1853,2,1,0
9407,2,1,0
1854,3,2,1
244194,2,2,1
1855,3,1,0
1856,1,1,0
1857,1,1,0
1858,11,4,1
88749,1,4,0
322694,1,4,0
60987,11,3,1
95379,11,1,0
110001,11,1,0
209813,11,3,1
289310,3,3,2
121217,2,3,1
1861,1,1,0
1862,1,1,0
1864,1,1,0
1865,1,1,0
1866,1,1,0
1867,1,1,0
1868,1,1,0
1869,3,2,0
139030,2,2,0
149152,3,32,0
334639,7,32,2
353368,3,32,1
33193,4,32,0
60583,13,32,1
46837,2,32,0
367805,13,32,1
67661,1,32,0
69536,7,32,1
283576,12,32,0
87038,3,32,0
394877,7,32,0
87262,2,32,0
313011,8,32,0
144653,5,32,1
347858,1,32,0
357468,4,32,1
1870,4,6,3
239160,2,6,1
237411,4,6,3
246635,4,6,3
283426,4,6,0
1871,1,1,0
1873,1,1,0
1874,1,1,0
1875,3,3,2
105126,4,3,2
179774,3,3,2
1877,26,3,2
8274,26,21,10
70073,2,21,0
326926,17,21,8
331577,3,21,2
98369,2,21,0
132372,6,21,0
207210,9,21,0
193842,3,21,1
284372,3,21,0
351533,3,21,2
355668,2,21,0
304300,3,21,1
324540,1,21,0
343511,1,21,0
51910,26,3,1
194654,6,3,0
80372,26,5,2
177956,17,5,1
335011,17,5,2
242395,5,5,1
132865,26,1,0
138623,26,2,0
141816,26,5,1
253284,17,5,0
349365,18,5,0
195730,16,5,1
142675,26,2,0
394436,3,2,0
158381,26,5,0
188845,18,5,0
171758,5,5,0
290077,3,5,0
374657,2,5,0
253843,26,3,2
315315,26,5,2
61086,4,5,2
129177,18,5,0
326733,21,5,2
350196,26,5,1
237523,17,5,0
339363,5,5,0
389673,16,5,1
307295,9,5,0
1878,1,1,0
1879,7,7,6
92584,7,7,3
42918,11,7,4
98351,9,7,3
273799,10,7,6
323269,7,11,4
53291,14,11,8
30724,14,11,7
241006,11,11,7
268415,9,11,7
161158,10,11,5
207132,10,11,7
339934,7,14,4
397447,14,14,10
118138,6,14,3
189245,11,14,8
326995,11,14,10
402395,9,14,8
129286,10,14,6
315980,10,14,7
1880,2,1,0
238528,2,1,0
1881,2,1,0
104147,2,1,0
1882,1,1,0
1883,29,28,25
19405,28,28,26
246097,32,28,26
387512,28,28,26
301895,20,28,17
116643,30,28,26
191222,29,7,0
255868,4,7,2
1884,3,2,0
167690,3,1,0
255461,3,1,0
1885,1,1,0
1886,1,1,0
1887,1,1,0
1888,2,5,0
134922,1,5,0
1889,1,1,0
1890,1,2,0
1891,4,2,1
73497,2,2,1
88453,4,1,0
182440,4,2,1
1892,16,25,14
316143,9,25,8
325000,18,25,15
327706,19,25,16
272671,28,25,24
367268,17,25,15
59469,16,51,15
200836,11,51,6
353912,9,51,7
389044,20,51,15
117540,18,51,12
19196,25,51,18
88820,19,51,15
27656,2,51,0
367448,28,51,19
320442,7,51,0
110394,19,51,14
242709,4,51,1
82029,2,51,0
152219,2,51,0
93615,20,51,15
93933,1,51,0
404260,3,51,0
127691,2,51,1
129256,2,51,0
224046,2,51,0
200383,3,51,0
206723,2,51,0
214094,2,51,1
220732,1,51,0
234533,1,51,0
241890,1,51,0
257013,1,51,0
270352,3,51,0
308319,1,51,0
310365,1,51,0
344392,1,51,0
354272,1,51,0
360357,1,51,0
83514,16,19,10
150503,2,19,0
219027,2,19,1
111503,16,9,6
138420,9,9,7
374784,25,9,7
69129,25,9,7
341062,28,9,7
244521,16,9,4
291300,1,9,0
127414,16,19,10
383781,18,19,13
53913,25,19,16
142645,19,19,16
325333,28,19,16
247870,20,19,13
173847,17,19,12
195145,16,28,15
107891,18,28,16
312093,17,28,16
265413,3,28,0
262139,16,9,7
269169,16,20,12
381239,18,20,13
256098,25,20,19
21047,19,20,13
268535,19,20,13
196954,20,20,19
204265,17,20,14
390666,16,11,5
1893,1,1,0
1894,4,1,0
1895,14,1,0
87554,14,1,0
98171,14,1,0
191305,14,1,0
191803,14,2,0
152540,1,2,0
377210,14,2,0
144130,10,11,9
12847,20,11,10
200851,6,11,5
234219,8,11,7
114815,7,11,6
211931,7,11,6
168514,8,11,7
347755,10,8,7
374375,20,8,7
234612,8,8,7
1897,7,6,5
329610,9,6,5
203737,7,7,5
176762,7,7,5
260473,8,7,6
401483,4,7,3
289286,9,7,6
112395,6,7,5
255035,7,3,2
41137,7,3,2
114281,9,3,2
1898,1,1,0
1899,11,7,6
401329,9,7,6
135375,9,7,5
80048,12,7,6
332080,7,7,5
316337,19,7,3
85196,11,6,4
104864,6,6,4
22430,10,6,4
311082,12,6,4
357798,8,6,4
96510,11,19,4
57575,9,19,4
68114,2,19,0
107964,2,19,0
292169,2,19,0
233500,4,19,1
154382,4,19,0
228289,1,19,0
238653,2,19,0
278209,1,19,0
304925,1,19,0
307830,3,19,1
317507,2,19,0
344973,1,19,0
1900,2,3,0
118314,1,3,0
1901,13,10,6
67068,16,10,8
11049,12,10,6
85697,16,10,8
70214,14,10,7
111762,10,10,5
1903,5,3,0
382881,2,3,0
31195,5,1,0
281229,5,1,0
205699,20,20,16
197652,22,20,17
116558,20,20,16
312594,20,20,19
138860,22,20,19
1906,13,17,8
160989,15,17,10
330939,15,17,6
5488,17,17,8
158699,27,17,12
158570,22,17,8
199611,111,17,10
147114,25,17,9
52435,30,17,14
89413,5,17,2
133446,12,17,4
140335,8,17,4
25666,13,8,5
320226,17,8,6
311428,30,8,5
192618,3,8,1
67434,13,11,7
315086,8,11,6
190513,27,11,6
393952,8,11,1
195916,1,11,0
93214,13,27,10
236508,8,27,6
233007,15,27,10
8306,22,27,19
94609,22,27,18
36916,31,27,21
196991,111,27,17
296932,26,27,19
321886,29,27,20
74706,25,27,20
283770,30,27,23
248447,27,27,19
206904,22,27,19
125965,17,27,12
60304,22,27,19
246298,11,27,6
303342,19,27,18
144872,13,28,10
4574,8,28,6
274400,27,28,26
176284,17,28,12
280745,22,28,19
391469,111,28,17
230102,26,28,19
216873,29,28,20
325008,25,28,20
108542,20,28,19
66414,30,28,23
138001,27,28,19
106684,32,28,21
240390,22,28,19
144156,17,28,12
318146,22,28,19
153296,11,28,6
210884,19,28,18
154923,13,22,7
99793,15,22,10
5020,27,22,21
73028,22,22,16
260756,31,22,19
146120,26,22,17
160422,29,22,18
52121,25,22,18
292228,20,22,17
122333,30,22,21
220498,27,22,17
268001,32,22,19
147675,22,22,17
61410,28,22,21
229103,13,15,8
76578,17,15,10
40097,27,15,10
85734,31,15,11
251207,30,15,12
1907,1,1,0
1908,1,1,0
1909,1,1,0
1910,1,1,0
1911,2,2,1
313135,3,2,1
1913,12,11,10
260600,14,11,10
164443,14,11,9
76540,14,11,10
152710,11,11,9
100984,12,11,10
160037,7,11,2
107118,14,11,9
148270,12,13,11
328617,7,13,3
140019,14,13,10
13379,11,13,10
372928,14,13,10
240521,12,12,10
318701,13,12,10
11628,14,12,10
253705,11,12,10
337706,14,12,9
219528,14,12,10
114960,11,12,9
343205,6,12,1
355751,12,14,9
389300,13,14,9
83221,14,14,11
383506,11,14,9
89529,14,14,8
45339,14,14,10
116838,11,14,8
115154,12,14,10
311013,6,14,2
378038,12,14,10
347688,7,14,2
330250,3,14,0
1914,1,3,0
251064,2,3,0
374358,1,3,0
1920,6,6,0
380203,4,6,1
375833,9,6,2
313123,8,6,0
84222,6,2,0
113900,7,2,0
180114,6,1,0
376163,6,4,0
158200,7,4,0
185937,2,4,0
195328,1,4,0
1921,1,1,0
1922,3,2,1
72074,3,2,1
100909,3,11,0
7174,6,11,0
42030,2,11,1
329296,6,11,0
163921,3,11,2
123457,2,11,0
266422,1,11,0
324557,2,11,1
1923,2,1,0
1924,35,9,7
346888,30,9,7
198255,41,9,8
202252,18,9,6
44210,35,25,19
137423,30,25,22
396069,33,25,20
262639,4,25,2
52050,41,25,18
392779,20,25,19
301651,35,25,20
166919,15,25,12
64275,35,23,18
58736,38,23,21
304728,33,23,18
260822,33,23,19
355624,20,23,19
194572,22,23,14
232619,20,23,19
173252,35,23,20
377615,24,23,15
365127,25,23,15
58918,7,23,5
107690,35,18,16
173524,33,18,14
331704,33,18,17
70557,35,18,16
343290,18,18,15
163836,28,18,14
283297,20,18,14
399249,17,18,10
128529,35,28,24
5681,30,28,20
115315,41,28,22
74933,24,28,19
143407,35,18,13
45482,8,18,0
273148,24,18,11
235135,2,18,0
255785,1,18,0
177460,35,18,15
302240,30,18,16
203841,41,18,16
238086,35,18,15
328658,28,18,13
51209,9,18,6
198449,35,15,12
211103,30,15,12
44962,38,15,12
41347,28,15,10
100945,36,15,11
80605,41,15,13
176606,24,15,9
98891,18,15,10
303573,7,15,4
202096,35,5,4
47886,24,5,4
234421,28,5,4
237535,35,24,20
178441,30,24,20
36998,41,24,19
339014,35,38,30
129915,30,38,26
92560,30,38,27
180709,28,38,23
227986,33,38,31
226520,20,38,19
256060,41,38,33
123105,20,38,19
160862,35,38,31
369826,15,38,14
398965,25,38,21
47481,23,38,19
214816,24,38,22
94645,18,38,16
153239,28,38,24
261153,9,38,8
117808,20,38,19
128710,17,38,14
304860,7,38,6
303909,18,38,14
1925,2,1,0
1926,1,1,0
1927,1,1,0
1929,2,3,1
92600,3,3,0
1931,2,1,0
1932,2,1,0
358016,2,1,0
1933,10,11,9
353792,6,11,0
91995,13,11,9
225130,10,11,8
362186,11,11,9
67731,10,11,7
156165,10,11,6
403757,11,11,7
246397,12,11,9
178433,2,11,0
217892,4,11,3
292744,7,11,6
105816,10,7,5
163098,13,7,5
218065,10,7,5
373119,11,7,5
90167,11,7,5
138870,10,7,6
48298,13,7,6
71018,10,7,6
366785,11,7,6
231300,10,10,8
330118,11,10,8
332676,10,6,5
156677,13,6,5
77487,10,6,5
82524,11,6,5
208029,11,6,5
343485,10,12,7
41364,12,12,5
279776,7,12,4
402915,10,12,6
287608,11,12,7
275167,11,12,7
317923,7,12,3
255511,7,12,6
366457,10,11,9
401784,10,8,5
195611,11,8,5
313527,11,8,5
218794,7,8,2
153285,12,8,7
371421,11,8,5
1936,8,2,0
359570,2,2,0
171133,8,1,0
219779,8,1,0
1937,8,2,1
51647,5,2,1
17769,8,1,0
63598,8,2,0
154790,8,4,2
11621,5,4,1
315135,5,4,1
201891,8,5,1
13116,6,5,1
287994,3,5,1
372727,8,3,0
1938,20,7,6
182666,20,7,6
312893,9,7,6
103244,11,7,6
112509,20,13,10
147275,13,13,7
72811,20,13,10
257386,9,13,8
46539,11,13,10
106764,16,13,6
171173,10,13,7
253283,5,13,2
220492,20,2,1
253556,20,24,14
3211,10,24,5
163182,5,24,4
176520,19,24,16
394717,15,24,14
187963,4,24,2
59585,16,24,11
90568,13,24,12
285572,10,24,9
297996,1,24,0
279016,20,20,18
53767,10,20,8
301481,13,20,11
94822,15,20,9
131386,17,20,10
344299,11,20,9
81000,19,20,12
241190,2,20,1
1939,2,2,0
1940,4,3,0
9733,4,3,0
80229,2,3,1
167737,2,3,1
35455,4,1,0
1941,7,6,4
44106,4,6,1
219551,3,6,2
86234,7,3,2
274703,10,3,2
272970,7,7,3
59853,5,7,3
40472,6,7,3
195838,4,7,1
263637,8,7,2
294856,7,10,4
86571,5,10,3
69941,6,10,4
107451,7,10,6
211474,4,10,3
352594,8,10,2
1942,1,1,0
1944,1,1,0
1948,15,24,14
328965,24,24,23
113441,25,24,23
43659,19,24,17
292336,26,24,23
229494,27,24,22
351861,25,24,23
293140,16,24,15
287646,17,24,13
63149,24,24,23
206907,23,24,19
142079,24,24,23
136962,27,24,23
28761,18,24,17
50035,18,24,15
387344,22,24,18
317781,29,24,23
204002,20,24,17
103301,20,24,17
167821,20,24,17
41291,15,27,14
105001,39,27,18
53153,24,27,23
260350,25,27,23
32785,19,27,17
247541,27,27,25
284222,16,27,15
15730,16,27,15
103381,24,27,23
206561,18,27,17
229355,18,27,15
85884,14,27,10
62447,22,27,19
265711,6,27,5
69968,15,29,14
117011,25,29,23
5929,26,29,23
93745,27,29,25
173877,16,29,15
77948,25,29,24
194531,16,29,15
230454,17,29,15
75177,24,29,23
80874,18,29,15
212258,14,29,11
154170,22,29,20
80756,1,29,0
98304,6,29,5
117467,20,29,18
373245,20,29,17
180421,20,29,17
109629,15,24,14
60099,39,24,16
20773,25,24,23
260199,19,24,17
329431,27,24,22
365205,16,24,15
73102,16,24,15
49371,17,24,13
254390,24,24,23
71387,23,24,19
253479,24,24,23
140776,15,23,14
145556,39,23,15
363038,25,23,19
166761,19,23,15
18580,26,23,19
7864,27,23,21
29199,16,23,14
149297,16,23,14
256963,24,23,19
260006,15,25,14
242646,39,25,17
338004,24,25,23
195230,19,25,17
52868,26,25,23
12790,27,25,23
186461,17,25,14
236681,24,25,23
200498,23,25,20
271787,24,25,23
65414,27,25,24
43294,18,25,17
151251,22,25,19
274476,20,25,17
385260,15,24,14
344682,25,24,23
5827,19,24,17
375917,27,24,22
368427,16,24,15
229882,16,24,15
19001,17,24,13
290840,23,24,19
88949,24,24,23
301073,22,24,18
400063,15,24,14
368474,39,24,16
175509,24,24,23
292658,25,24,23
304016,27,24,22
60124,16,24,15
15231,25,24,23
117779,16,24,15
76428,17,24,13
22264,23,24,19
24965,27,24,23
