id,q1_degree,q2_degree,intersection_count
325963,5,1,0
3090,1,1,0
3091,2,4,1
6743,3,4,2
292456,3,4,2
292269,2,4,1
3092,3,1,0
258186,3,1,0
354673,3,1,0
3093,1,1,0
3095,1,1,0
3096,2,1,0
256111,2,1,0
3097,1,3,0
206559,2,3,0
3098,1,1,0
3099,1,1,0
3101,3,5,1
222483,8,5,1
243418,6,5,0
348606,3,8,1
158957,4,8,0
25920,3,8,0
166023,1,8,0
379011,3,8,0
385906,5,8,0
325946,2,8,0
3102,1,1,0
3103,1,1,0
3104,3,3,0
53313,3,2,0
351059,3,2,0
332678,3,2,0
19668,3,2,0
3105,1,1,0
3106,3,1,0
109780,3,1,0
3107,1,4,0
3108,3,1,0
3109,1,1,0
3110,2,7,1
20216,1,7,0
144095,2,7,1
95814,1,7,0
227250,1,7,0
248628,1,7,0
356431,1,7,0
3111,1,1,0
3113,1,1,0
3115,1,1,0
3116,1,1,0
3117,2,1,0
227584,2,2,0
329760,2,2,0
3118,1,1,0
3120,1,2,0
13630,2,2,0
3121,1,3,0
223533,1,3,0
3123,1,4,0
309492,3,4,0
401948,10,8,7
4333,8,8,3
78476,8,8,4
360322,7,8,5
137941,7,8,4
370519,12,8,6
3125,1,1,0
3127,1,1,0
3128,12,8,7
70997,12,8,4
214067,12,8,4
37709,12,8,6
361539,16,8,7
132338,13,8,5
203103,10,8,5
384443,12,9,6
146510,12,9,6
14574,9,9,6
66585,12,9,6
123040,12,9,7
367881,16,9,8
71910,13,9,6
205575,10,9,7
256659,8,9,6
3129,3,1,0
50678,3,1,0
367660,3,1,0
3131,6,4,1
246714,10,4,1
73395,9,4,2
141216,3,4,0
183493,6,10,4
186418,10,10,7
122439,10,10,7
289972,9,10,7
115146,8,10,6
90990,8,10,6
389762,10,10,7
3132,1,1,0
3133,2,4,1
378070,3,4,0
223661,3,4,0
269208,2,4,1
291609,2,2,1
3134,1,1,0
3136,1,1,0
3137,1,1,0
3139,1,1,0
3140,2,1,0
3142,1,1,0
3143,3,1,0
196313,3,1,0
340982,3,1,0
3145,1,2,0
3147,3,1,0
46735,3,1,0
391997,3,1,0
3148,3,5,0
206490,1,5,0
281950,2,5,0
297772,1,5,0
34338,3,1,0
92717,3,1,0
3149,1,3,0
29302,1,3,0
139737,1,3,0
3150,1,1,0
3151,4,3,1
218382,4,5,3
68388,3,5,1
338171,2,5,1
218331,3,5,1
3152,1,1,0
3153,3,1,0
83832,3,1,0
130635,3,1,0
3156,1,8,0
197423,10,8,2
43914,21,8,0
255596,11,8,3
232418,2,8,0
142655,1,8,0
225816,3,8,1
3157,1,5,0
75444,3,5,1
147944,4,5,2
317407,1,5,0
322730,2,5,1
3159,1,1,0
103750,7,6,3
378035,7,6,3
242731,6,6,3
318388,5,6,3
88258,9,6,5
3161,1,1,0
3162,2,1,0
3163,2,1,0
233101,2,1,0
3164,5,5,1
10383,5,5,2
87290,6,5,3
218785,3,5,1
333554,4,5,1
230999,5,5,3
29631,7,5,3
124625,3,5,0
341118,5,4,2
230571,7,4,3
148836,4,4,1
349506,5,4,2
376990,5,6,3
319547,7,6,4
239357,4,6,2
287170,5,6,2
66200,29,20,10
216210,20,20,7
18234,28,20,7
312478,15,20,7
248712,12,20,3
381722,6,20,4
352274,7,20,3
149321,6,20,2
200142,4,20,1
118610,29,7,3
167272,29,6,3
297268,24,6,2
164200,4,6,2
116537,4,6,1
257229,29,14,11
308884,23,14,7
110430,22,14,7
30278,20,14,8
48232,13,14,6
269145,29,6,3
3166,1,1,0
3167,3,1,0
3168,6,5,3
176163,4,5,2
323976,7,5,3
85003,9,5,4
98173,6,5,4
20390,6,6,4
54504,4,6,3
56079,7,6,4
359543,7,6,4
100261,9,6,5
113638,6,3,2
83363,7,3,2
165836,7,3,2
3169,1,1,0
3170,9,3,0
98944,9,4,2
230534,5,4,0
105945,9,2,1
153868,4,2,1
112958,9,2,0
67002,5,2,0
201813,9,2,0
217682,9,1,0
262378,9,1,0
309562,9,2,1
345244,4,2,1
389103,9,2,0
3171,1,1,0
3172,1,1,0
3173,3,2,1
136256,2,2,1
46635,3,20,0
13022,5,20,0
17282,3,20,2
26746,5,20,0
278552,3,20,0
394534,2,20,0
74805,2,20,0
75096,2,20,0
76761,1,20,0
156984,8,20,3
205952,3,20,1
100358,1,20,0
152341,8,20,1
134397,1,20,0
138523,2,20,0
240450,1,20,0
275273,3,20,2
264786,1,20,0
313217,1,20,0
283668,3,2,1
3174,1,2,0
3175,2,1,0
186639,2,1,0
3176,1,1,0
3177,1,1,0
3178,1,1,0
3180,2,1,0
259303,2,1,0
3181,16,17,12
34987,21,17,16
314567,17,17,11
17426,12,17,6
308050,18,17,13
318919,15,17,11
36791,16,17,11
175106,18,17,12
49915,17,17,13
88213,16,17,11
94416,15,17,10
117992,8,17,6
329474,19,17,12
284485,9,17,7
10081,16,19,14
150164,21,19,17
171010,12,19,8
99319,18,19,14
27993,15,19,11
71069,16,19,14
248062,21,19,9
299772,16,19,13
205773,18,19,12
125355,17,19,14
101596,8,19,6
102387,16,19,9
64566,17,19,13
70040,15,19,11
369769,8,19,7
279022,19,19,15
148251,10,19,5
41041,16,17,12
402412,21,17,16
352169,17,17,9
188784,12,17,8
86377,18,17,13
336753,16,17,12
39844,16,17,12
65837,18,17,11
54104,8,17,6
106623,8,17,7
390247,19,17,12
128765,16,17,12
285418,21,17,16
400035,17,17,11
229346,12,17,7
345741,18,17,12
216543,15,17,10
350501,21,17,8
143686,16,17,11
225080,18,17,12
178568,17,17,12
271937,8,17,5
311385,16,17,10
124776,17,17,13
158691,15,17,10
335809,19,17,13
260654,9,17,8
286428,19,17,14
184427,16,19,13
377544,21,19,18
247799,17,19,12
105161,12,19,8
359215,18,19,14
101746,15,19,12
54147,16,19,13
111474,16,19,13
66233,18,19,13
231772,17,19,15
51239,8,19,5
55630,16,19,10
307950,17,19,15
379762,15,19,10
342323,8,19,7
279777,9,19,6
227498,19,19,15
238000,16,16,9
3365,10,16,7
228352,21,16,11
37205,17,16,12
34236,15,16,10
127602,5,16,3
173405,18,16,14
193168,17,16,9
65818,5,16,4
182319,19,16,11
275779,10,16,7
386414,9,16,7
352128,16,14,11
359938,21,14,13
209852,12,14,7
374827,18,14,12
326830,15,14,9
52867,16,14,11
139647,21,14,7
330572,16,14,11
397092,18,14,8
228007,17,14,11
230570,8,14,6
131727,19,14,10
365837,19,14,13
375690,19,14,11
3182,2,2,0
387063,2,1,0
3183,1,1,0
3186,1,22,0
364057,2,22,0
343365,9,22,5
204919,10,22,6
271113,10,22,5
20992,3,22,0
402046,8,22,0
57106,1,22,0
88265,2,22,0
89194,3,22,0
229539,9,22,5
189946,5,22,4
285262,5,22,1
283779,3,22,0
298287,1,22,0
362835,8,22,6
353658,1,22,0
390033,7,22,5
3187,2,14,1
314962,11,14,7
15385,8,14,5
100422,2,14,1
110482,5,14,0
246473,10,14,7
270222,1,14,0
305893,1,14,0
311783,1,14,0
3188,7,2,0
29147,6,2,0
26689,7,1,0
98227,7,2,0
242355,1,2,0
121774,7,1,0
235403,7,1,0
291314,7,1,0
3189,1,1,0
3190,1,1,0
3192,1,1,0
3193,2,3,0
161837,1,3,0
309495,2,1,0
3195,1,1,0
3196,3,1,0
230630,3,5,0
123133,2,5,0
212572,1,5,0
236467,1,5,0
298040,1,5,0
342968,3,1,0
3197,3,1,0
210118,3,1,0
3198,1,1,0
3199,1,1,0
3201,1,2,0
373982,1,2,0
3203,1,1,0
3204,1,1,0
3205,1,1,0
3206,1,1,0
3207,1,1,0
3208,1,1,0
3209,1,2,0
3210,1,1,0
11606,7,14,4
380740,4,14,2
8897,13,14,5
37487,7,14,4
265678,7,6,1
168080,16,6,2
329793,7,5,1
29642,17,5,1
94637,1,5,0
127780,4,5,1
3212,2,1,0
216020,2,2,0
42363,1,2,0
3214,2,1,0
112370,2,1,0
3215,1,2,0
316510,1,2,0
3216,2,2,1
181337,2,2,1
357637,2,2,1
3219,2,2,1
151168,2,2,1
3220,1,2,0
306383,1,2,0
3221,2,2,1
403961,2,2,1
3223,1,9,0
102733,4,9,2
213377,3,9,1
182767,1,9,0
280377,4,9,0
297351,3,9,1
358040,1,9,0
384534,1,9,0
3226,5,3,1
106573,5,3,0
320698,5,3,1
270525,5,49,1
157177,8,49,1
56147,2,49,0
309104,3,49,0
9656,2,49,0
18377,2,49,0
19217,1,49,0
21745,1,49,0
37211,6,49,0
57611,3,49,1
90050,1,49,0
97746,1,49,0
226970,2,49,0
111420,1,49,0
128974,2,49,1
135712,1,49,0
344480,2,49,0
179309,1,49,0
189885,4,49,0
221267,4,49,0
236735,1,49,0
396745,2,49,0
346818,2,49,0
357668,1,49,0
359092,2,49,0
381335,1,49,0
3228,1,6,0
43919,1,6,0
103946,1,6,0
243702,7,6,1
3229,1,1,0
3230,4,4,1
13458,7,4,0
142076,6,4,1
235243,4,5,0
369692,5,5,2
151473,4,5,0
225892,5,5,1
338987,5,5,1
251097,4,6,2
255618,4,6,1
357672,6,6,4
78892,4,6,1
3231,1,1,0
3233,1,1,0
3234,1,1,0
3235,1,1,0
3236,1,2,0
361973,1,2,0
3238,8,8,6
67999,7,8,6
213897,4,8,3
286811,6,8,5
82080,8,7,5
359009,7,7,5
219631,9,7,6
146377,8,7,5
144363,6,7,4
201833,5,7,4
332980,2,7,1
212772,8,5,4
296866,7,5,4
90143,9,5,4
273382,8,5,4
313084,8,9,5
294623,7,9,6
33587,1,9,0
106788,4,9,3
108311,8,9,6
260277,6,9,5
3239,18,18,13
268874,19,18,14
34117,18,20,14
59087,18,20,15
246765,22,20,17
8945,19,20,16
14241,23,20,18
57637,21,20,16
18417,22,20,18
252331,19,20,17
158372,19,20,14
216674,18,20,14
318509,14,20,13
72512,17,20,13
36784,18,17,13
136219,18,17,11
389881,22,17,14
223158,16,17,13
44592,19,17,13
241439,23,17,15
303930,21,17,14
242610,22,17,16
64369,19,17,12
42309,18,17,13
315330,20,17,14
170108,17,17,11
288802,17,17,13
308035,20,17,12
47065,18,21,16
149048,18,21,15
64223,22,21,18
340245,19,21,17
99271,23,21,19
324793,21,21,17
130233,22,21,19
190574,18,21,15
21476,22,21,18
241281,19,21,17
167133,18,21,15
239339,20,21,18
365891,14,21,13
341033,17,21,13
188959,20,21,18
272546,17,21,14
324992,17,21,14
250978,20,21,17
123706,18,20,14
143218,18,20,14
340045,22,20,17
11149,19,20,16
394299,23,20,18
14253,21,20,16
188648,22,20,18
382477,18,20,15
325252,22,20,17
115798,19,20,14
38188,21,20,18
117889,18,20,14
249664,20,20,17
65267,14,20,12
363096,17,20,12
237437,20,20,18
172509,17,20,13
248000,20,20,16
153535,18,17,12
350673,22,17,15
392834,16,17,12
125312,19,17,13
105590,23,17,15
253952,21,17,15
33440,19,17,12
224472,19,17,12
110121,18,17,14
154940,18,19,13
350888,22,19,16
244165,21,19,15
97207,19,19,14
226436,18,19,13
188400,18,20,15
175976,18,20,15
307851,22,20,17
217382,16,20,14
387498,19,20,15
247985,23,20,18
114250,21,20,16
353298,22,20,18
201887,18,20,14
252504,14,20,11
288963,17,20,12
401180,20,20,16
291994,17,20,14
213202,18,14,10
51068,18,14,10
4650,22,14,12
149922,19,14,12
9317,23,14,12
107487,19,14,11
252835,18,19,14
264491,22,19,16
258894,21,19,16
201568,19,19,15
137577,19,19,13
262826,18,20,15
188288,22,20,18
51286,16,20,12
234302,19,20,16
28391,23,20,18
94569,21,20,16
349850,22,20,18
19225,18,20,14
84295,22,20,17
169327,19,20,15
253481,21,20,18
277488,20,20,17
205030,14,20,12
348927,17,20,14
75778,20,20,16
87552,17,20,14
229164,17,20,13
164237,20,20,16
197361,20,20,16
286336,19,20,15
263615,18,16,10
347249,18,16,11
373903,22,16,13
209230,21,16,13
100396,19,16,12
189038,18,16,12
266844,18,20,13
296773,22,20,18
327458,19,20,15
335596,23,20,18
274115,21,20,16
345226,22,20,17
283365,18,20,13
194856,19,20,16
262075,19,20,15
270882,18,20,13
296486,14,20,11
364944,17,20,14
80065,20,20,17
274438,18,18,12
316757,19,18,14
21608,21,18,16
54128,19,18,13
229471,19,18,13
224816,18,18,14
286881,18,17,11
233931,22,17,16
348494,16,17,10
224845,23,17,15
393581,22,17,15
295218,19,17,11
379798,19,17,12
329163,18,21,14
291960,19,21,16
214181,18,21,16
330042,18,22,16
144556,18,22,16
287693,22,22,19
6769,16,22,15
117376,19,22,17
71149,23,22,20
54193,21,22,19
115457,19,22,17
195134,19,22,17
67889,18,22,17
122030,17,22,16
356545,18,22,15
266733,19,22,16
67671,18,22,15
3240,5,9,0
4926,5,9,3
286159,4,9,2
74729,1,9,0
231201,2,9,0
202682,5,1,0
219809,5,1,0
326378,5,2,0
189963,2,2,0
3241,5,3,2
331510,4,3,2
137721,5,4,2
33819,4,4,2
187633,1,4,0
188005,3,4,2
183676,5,4,3
308516,4,4,1
3242,2,2,0
331367,1,2,0
222304,2,2,0
178399,1,2,0
3243,2,2,0
351114,1,2,0
111497,2,2,0
3245,1,1,0
3247,23,30,4
154962,33,30,21
338002,34,30,20
17155,23,22,15
268481,42,22,13
10427,29,22,8
311443,38,22,14
395245,24,22,14
317714,16,22,13
121146,23,20,12
323086,42,20,13
254577,38,20,14
58693,41,20,14
218032,4,20,0
226485,23,42,12
178186,38,42,27
12078,33,42,24
113547,41,42,31
309214,16,42,11
208290,34,42,21
357342,3,42,0
240517,6,42,0
303637,23,26,6
105477,36,26,17
33617,39,26,19
130697,38,26,12
97243,32,26,17
305888,29,26,18
402387,22,26,7
226687,29,26,18
27073,30,26,23
149518,27,26,21
270335,34,26,17
252056,24,26,8
233194,33,26,15
327730,29,26,17
266570,33,26,16
319702,23,18,10
281678,38,18,14
3248,3,1,0
65538,3,2,1
330356,3,2,1
3249,4,1,0
35805,4,1,0
152238,4,1,0
226176,4,1,0
3250,12,12,7
26569,12,12,6
45226,10,12,7
190083,8,12,4
169563,7,12,3
41774,7,12,4
113015,16,12,7
115139,7,12,3
211229,11,12,5
312048,9,12,6
112840,12,9,5
121327,12,9,3
62168,16,9,3
404153,4,9,2
128628,6,9,3
237335,12,9,4
344274,9,9,3
137827,12,5,1
112103,16,5,3
165742,4,5,2
340663,2,5,0
225211,12,6,2
182375,14,6,1
194729,7,6,1
381111,4,6,1
267030,12,12,6
41183,14,12,3
403190,10,12,3
77689,7,12,3
312253,7,12,4
282264,11,12,7
388785,4,12,3
223398,3,12,2
320776,12,12,6
3394,12,12,6
243233,14,12,6
177633,10,12,7
242456,8,12,4
279251,7,12,4
342966,7,12,5
103379,16,12,7
151469,11,12,6
220226,12,12,8
361505,3,12,0
375856,9,12,7
353351,12,9,6
348189,14,9,3
13212,10,9,4
41963,7,9,4
211006,16,9,8
206410,11,9,5
356549,12,7,6
369519,16,7,4
297446,11,7,5
3251,2,2,0
119273,1,2,0
117016,2,3,0
175119,2,3,1
3252,1,4,0
308649,1,4,0
3254,10,2,0
122557,10,1,0
134309,10,1,0
164216,10,1,0
203335,10,2,0
93377,3,2,0
267804,10,3,0
282134,10,2,0
323888,10,4,0
94938,1,4,0
352090,10,2,0
232075,8,2,0
3255,1,1,0
3256,3,3,1
212393,3,3,1
3257,1,1,0
3258,1,1,0
3259,3,3,1
72227,1,3,0
210390,2,3,1
42908,3,2,1
3260,1,1,0
3261,2,4,0
123824,3,4,1
266661,2,4,0
25842,2,4,0
85775,3,4,1
362531,3,4,1
3263,5,6,0
12412,4,6,0
105606,1,6,0
223380,2,6,0
392074,1,6,0
5995,5,4,3
124335,5,4,3
226116,4,4,2
323389,4,4,3
44461,5,7,2
149702,5,7,2
31546,4,7,2
127334,1,7,0
147698,5,7,0
296881,2,7,0
303286,4,7,2
311709,1,7,0
214132,5,4,3
334442,5,4,3
343369,5,4,2
374616,4,4,2
395346,1,4,0
3264,5,4,0
94036,8,4,0
104169,3,4,0
171270,5,4,0
174291,5,4,0
389041,5,8,0
86162,3,8,1
265923,6,8,2
62753,1,8,0
276710,5,8,2
366321,8,8,2
163475,5,8,1
332536,5,8,2
404194,5,6,0
107107,5,6,2
302214,2,6,1
3265,1,1,0
3266,5,4,3
293372,4,4,3
364166,4,4,2
87395,5,4,3
323788,4,4,2
192401,5,4,3
302884,5,3,2
254304,4,3,1
385929,5,4,3
127892,4,4,2
211304,4,4,2
224113,3,4,1
3267,3,5,2
125253,1,5,0
296332,2,5,0
324097,3,5,1
398847,3,3,1
368376,5,3,1
3268,7,1,0
93838,7,9,0
319710,6,9,0
197049,4,9,0
331776,2,9,0
388905,2,9,0
93331,2,9,0
129482,7,3,0
102443,1,3,0
289028,1,3,0
208506,7,3,0
19287,2,3,0
252933,7,1,0
365479,7,16,0
16915,7,16,0
23991,4,16,0
24923,3,16,0
283069,2,16,0
30900,6,16,0
38644,7,16,0
99765,3,16,0
65432,4,16,0
72429,3,16,0
284434,3,16,0
347799,3,16,0
145607,3,16,0
169286,5,16,0
234098,2,16,0
371051,2,16,0
113526,22,9,2
257696,24,9,4
180659,22,18,8
51648,17,18,9
253407,27,18,13
384181,20,18,10
284534,26,18,10
93470,27,18,12
324721,24,18,10
289589,22,5,1
313808,19,5,2
310492,13,5,2
356364,10,5,2
308279,22,16,9
369044,17,16,6
25519,28,16,11
173721,27,16,12
357770,20,16,7
211509,29,16,9
402868,37,16,12
177966,18,16,12
388026,24,16,11
48279,29,16,13
279885,22,16,11
233900,27,16,14
3270,1,1,0
3271,1,1,0
3272,1,1,0
3273,1,1,0
3274,1,1,0
3275,4,3,0
331273,1,3,0
149194,4,4,2
60900,5,4,3
389484,4,6,2
283758,5,6,4
185165,4,6,3
3277,1,1,0
3278,1,1,0
3279,1,2,0
99902,1,2,0
3281,1,1,0
3283,2,4,0
3284,1,1,0
3285,1,1,0
3286,1,1,0
3287,3,3,0
3288,1,1,0
3289,2,3,0
55300,2,1,0
3290,1,1,0
3291,1,1,0
3292,1,1,0
3295,1,1,0
3296,8,3,0
340049,8,3,0
9683,8,6,3
401771,7,6,4
151156,5,6,2
213110,8,6,4
29462,8,5,3
150880,5,5,1
281815,8,5,2
95763,8,5,2
45591,7,5,2
129719,8,2,0
173783,8,6,3
365413,7,6,4
50248,6,6,3
215218,8,6,3
349740,8,4,2
115847,6,4,2
353588,5,4,2
194656,8,4,2
3298,2,1,0
3299,4,3,1
189433,2,3,0
152709,3,3,1
121326,4,3,1
370892,3,3,0
323035,4,3,1
383113,4,3,1
114656,3,3,1
330829,3,3,2
13220,10,4,1
51114,15,4,2
260337,4,4,0
278694,15,4,1
3301,1,2,0
3302,1,1,0
3303,1,1,0
3304,1,1,0
14753,43,12,8
63327,21,12,3
126368,16,12,9
334473,15,12,3
224599,36,12,7
222927,44,12,8
22439,25,12,7
327394,18,12,9
181225,44,12,8
218878,8,12,3
45731,43,18,11
376912,35,18,7
8865,16,18,11
291967,9,18,4
319713,15,18,6
150795,19,18,5
332764,44,18,10
274105,44,18,9
130148,7,18,5
343566,39,18,7
319613,43,15,10
82513,16,15,7
271508,36,15,11
15346,44,15,12
276622,44,15,13
137450,9,15,2
184238,25,15,9
82797,37,15,7
29561,26,15,8
29854,18,15,7
39006,40,15,7
71670,44,15,11
342849,33,15,9
87361,23,15,6
82530,12,15,7
3306,1,1,0
3308,1,1,0
3309,1,1,0
3311,1,1,0
3313,2,1,0
283729,2,1,0
3314,1,1,0
3315,1,1,0
3316,1,1,0
3317,6,7,5
24094,9,7,4
247182,4,7,3
237077,6,7,4
110071,4,7,3
203005,5,7,4
85612,6,4,2
262688,4,4,2
236145,6,4,1
271430,7,4,3
146531,6,9,3
95698,6,9,3
127383,1,9,0
378287,5,9,3
300619,4,9,0
265773,1,9,0
273919,6,4,2
323989,9,4,3
232711,6,4,2
3320,3,5,2
20983,4,5,3
400399,4,5,3
191374,4,5,3
213537,2,5,1
3321,3,1,0
18655,3,1,0
245904,3,1,0
3322,10,1,0
143536,10,1,0
160371,10,1,0
206497,10,2,0
238009,10,4,1
355882,10,3,1
51691,4,3,2
3323,1,1,0
3324,1,1,0
3325,2,2,1
361807,3,2,1
3326,1,1,0
3327,1,1,0
3329,1,1,0
3331,1,1,0
3332,2,4,0
3333,2,2,1
248842,2,2,1
126262,2,2,1
3334,2,2,1
349372,2,2,1
194596,2,2,1
3335,1,2,0
383709,1,2,0
52278,15,9,1
138412,12,9,5
150238,13,9,6
279343,12,9,6
162869,15,12,7
218000,15,12,7
104070,13,12,7
360136,21,12,9
277249,15,12,8
28772,13,12,7
82926,18,12,10
169921,19,12,8
393474,12,12,7
211568,15,21,10
65885,15,21,8
5867,18,21,16
66586,13,21,9
306583,13,21,11
142941,21,21,17
21785,18,21,15
303491,15,21,12
58163,12,21,4
43155,13,21,9
224983,11,21,7
27481,18,21,13
366747,15,21,8
291534,14,21,12
80386,19,21,14
128861,12,21,7
147363,12,21,9
261840,15,21,8
71102,52,21,15
247033,11,21,5
262392,15,21,7
297260,15,18,8
217940,15,18,5
65167,13,18,8
111186,21,18,15
93898,18,18,12
180737,15,18,9
316272,12,18,4
222805,18,18,11
345288,15,18,7
32461,14,18,8
366929,19,18,13
119895,12,18,7
160943,12,18,7
402581,15,18,7
196894,11,18,5
320709,15,18,7
3337,1,1,0
3339,1,1,0
3341,1,1,0
3342,1,2,0
296351,1,2,0
3343,2,1,0
3344,6,1,0
31469,6,1,0
31650,6,1,0
160573,6,2,0
346919,6,1,0
3345,2,1,0
127985,2,1,0
3347,2,2,0
73828,2,2,0
3348,1,6,0
257205,3,6,1
159271,3,6,0
271053,3,6,1
316447,2,6,0
352116,1,6,0
3349,4,1,0
80529,4,1,0
213656,4,1,0
374748,4,1,0
3350,1,1,0
3352,1,1,0
3353,1,1,0
3354,1,1,0
3355,1,3,0
283546,1,3,0
402801,1,3,0
3356,9,1,0
3357,1,1,0
3358,1,1,0
3359,1,1,0
3360,2,4,1
29608,2,3,1
165367,4,3,2
243493,2,3,1
3362,1,1,0
3363,4,11,0
245485,3,11,0
13226,1,11,0
271023,6,11,0
90158,1,11,0
179577,1,11,0
246033,1,11,0
278742,2,11,0
372372,1,11,0
144171,4,2,0
215679,2,2,0
329358,4,2,1
282727,2,2,1
3364,1,1,0
39352,10,5,4
332843,17,5,4
166803,18,5,4
77424,10,5,3
127905,17,5,3
145229,12,5,0
113687,10,15,4
337287,21,15,13
161030,17,15,10
54585,18,15,11
92307,16,15,10
86045,16,15,11
121383,18,15,12
309518,19,15,12
165993,10,18,7
93763,17,18,13
198070,9,18,7
271370,10,10,7
16320,17,10,7
28536,5,10,3
234222,16,10,5
71289,18,10,8
150180,5,10,4
134859,15,10,6
211704,19,10,6
340343,10,2,0
32271,21,2,0
353529,10,15,4
185846,21,15,12
263170,17,15,10
300804,18,15,11
61069,16,15,10
61417,21,15,7
140882,16,15,11
243224,18,15,11
213933,19,15,12
397350,10,19,5
317668,21,19,16
209357,18,19,12
149882,16,19,12
208370,18,19,14
112959,8,19,6
347629,9,19,6
3366,1,4,0
107654,1,4,0
384513,1,4,0
3367,5,7,4
74100,5,7,4
45393,4,7,3
294924,5,7,3
369453,5,7,3
5578,5,4,1
10314,7,4,2
71766,7,4,2
372130,5,4,2
138246,3,4,1
53363,5,4,2
165505,7,4,3
176650,7,4,3
92910,5,4,1
272304,5,4,3
130436,7,4,3
296105,7,4,3
337909,4,4,2
314050,4,4,2
356849,5,4,2
3368,1,1,0
164462,15,14,12
316512,15,14,10
27658,13,14,10
306991,13,14,9
40068,5,14,3
175113,14,14,9
299864,13,14,10
167555,14,14,9
171876,15,5,3
22660,13,5,3
139260,13,5,3
173588,15,5,3
373133,13,5,3
345342,15,13,10
133897,13,13,8
146602,13,13,10
150652,5,13,3
74001,14,13,6
397406,6,13,2
331782,14,13,8
400878,15,15,10
263699,13,15,9
351941,13,15,7
226198,14,15,9
263932,7,15,5
96421,13,15,7
402095,15,14,11
4173,5,14,3
189066,15,14,9
71613,13,14,8
351853,5,14,2
338361,14,14,7
82050,12,14,8
241695,14,14,7
3370,2,4,0
8199,1,4,0
122609,1,4,0
199514,1,4,0
7318,2,2,0
344166,1,2,0
3372,1,1,0
3374,1,1,0
3375,1,1,0
3376,2,1,0
154949,2,1,0
3377,1,1,0
3378,1,1,0
3379,9,11,6
282072,12,11,9
76544,12,11,9
346811,13,11,10
142412,13,11,10
288501,12,11,9
192312,11,11,9
340008,11,11,9
345937,10,11,8
320582,9,11,8
219712,12,11,9
71604,9,12,7
261338,12,12,10
281474,13,12,11
47592,13,12,11
267641,12,12,10
335605,11,12,9
155965,11,12,9
148092,11,12,9
214415,8,12,6
393857,10,12,8
199808,9,12,7
309509,9,13,8
335833,12,13,11
127661,12,13,11
228420,13,13,12
179213,12,13,11
58746,11,13,10
327971,11,13,10
91100,11,13,10
177919,8,13,7
172266,10,13,9
264925,9,13,8
3380,2,1,0
169895,2,1,0
3381,3,2,1
92917,4,2,1
77444,3,4,2
330209,3,2,1
65385,4,2,1
3382,3,2,0
146852,3,1,0
260577,3,1,0
3383,1,1,0
3384,1,1,0
3385,2,1,0
135575,2,1,0
3386,1,1,0
3387,2,2,0
149406,2,3,0
345509,1,3,0
3388,1,1,0
3389,1,1,0
337783,23,16,7
7416,32,16,12
7544,1,16,0
354613,20,16,10
38153,27,16,10
68535,12,16,7
42486,18,16,10
197310,17,16,7
292773,18,16,3
67123,17,16,6
391479,23,5,1
29324,32,5,2
132443,9,5,3
340782,11,5,1
272500,4,5,1
3391,1,1,0
3392,2,1,0
3393,1,1,0
303556,12,7,4
263533,14,7,3
44053,12,7,3
157128,7,7,1
205876,9,7,3
273165,11,7,2
255315,6,7,2
3396,1,1,0
3397,7,1,0
243060,7,1,0
327342,7,2,0
70236,3,2,0
334330,7,4,0
326623,5,4,0
335056,1,4,0
370130,1,4,0
394136,7,1,0
3398,3,3,0
186887,1,3,0
130547,3,2,0
149503,1,2,0
3399,1,1,0
3400,7,7,3
61505,5,7,2
185517,2,7,0
317450,1,7,0
83288,7,10,6
289406,18,10,4
318915,6,10,4
28133,7,10,4
194236,5,10,3
67981,10,10,5
360663,7,10,4
400168,6,10,4
192521,2,10,0
304319,3,10,2
143942,7,7,3
27397,6,7,4
97225,1,7,0
352779,3,7,2
190764,6,7,4
209928,7,6,3
199605,6,6,3
155828,3,6,2
177294,7,6,2
293201,7,5,3
197668,18,5,2
367812,7,10,3
271580,18,10,3
105936,6,10,3
384731,7,10,3
67616,1,10,0
338443,2,10,0
327763,3,10,1
331069,3,10,0
3401,1,2,0
127289,1,2,0
3403,6,2,0
261629,4,2,0
17890,6,1,0
196289,6,3,0
271350,3,3,0
372074,4,3,0
238079,6,1,0
328356,6,1,0
3406,1,2,0
24810,3,2,0
3407,5,1,0
3408,1,1,0
3411,1,1,0
3412,2,1,0
3413,2,1,0
3416,6,8,2
76680,7,8,3
237685,7,8,3
24259,8,8,3
42371,9,8,5
116429,6,8,1
285076,7,8,5
14302,8,8,6
300737,8,8,4
41066,7,8,5
89385,9,8,5
144015,6,10,2
9710,7,10,4
199305,8,10,4
27146,8,10,4
96924,7,10,5
393493,9,10,5
236974,8,10,0
375053,8,10,5
372046,3,10,1
3418,8,8,4
17149,8,8,5
164608,9,8,6
250859,8,8,5
183840,5,8,3
127399,7,8,4
160815,5,8,3
310788,6,8,4
397254,8,7,4
43314,8,7,3
28061,3,7,0
378830,9,7,3
52408,8,7,4
379437,2,7,1
3420,1,1,0
3422,2,1,0
111649,2,1,0
3423,2,2,0
200325,2,2,0
3424,1,13,0
73057,2,13,0
395641,2,13,0
78800,1,13,0
312298,1,13,0
324290,1,13,0
400769,1,13,0
3425,1,1,0
3426,2,2,0
154148,1,2,0
3427,1,1,0
3428,1,1,0
3429,1,1,0
106013,36,32,26
262578,39,32,27
272550,42,32,22
279271,29,32,22
250357,33,32,24
